member #,member name,submission #,bid
1703,Morgan Watson,536,yes
1703,Morgan Watson,593,maybe
1703,Morgan Watson,600,yes
1703,Morgan Watson,602,yes
1703,Morgan Watson,617,maybe
1703,Morgan Watson,631,yes
1703,Morgan Watson,861,maybe
1703,Morgan Watson,907,yes
1703,Morgan Watson,951,maybe
1703,Morgan Watson,964,yes
1703,Morgan Watson,988,yes
1703,Morgan Watson,998,maybe
1704,Wendy Welch,17,yes
1704,Wendy Welch,45,maybe
1704,Wendy Welch,171,yes
1704,Wendy Welch,270,yes
1704,Wendy Welch,280,yes
1704,Wendy Welch,331,yes
1704,Wendy Welch,482,yes
1704,Wendy Welch,517,yes
1704,Wendy Welch,574,maybe
1704,Wendy Welch,719,maybe
1704,Wendy Welch,817,maybe
1704,Wendy Welch,904,maybe
1704,Wendy Welch,911,yes
1704,Wendy Welch,923,maybe
1705,Taylor Rojas,5,yes
1705,Taylor Rojas,42,yes
1705,Taylor Rojas,52,maybe
1705,Taylor Rojas,59,yes
1705,Taylor Rojas,168,maybe
1705,Taylor Rojas,188,yes
1705,Taylor Rojas,260,maybe
1705,Taylor Rojas,305,maybe
1705,Taylor Rojas,338,yes
1705,Taylor Rojas,408,maybe
1705,Taylor Rojas,419,maybe
1705,Taylor Rojas,452,maybe
1705,Taylor Rojas,511,yes
1705,Taylor Rojas,518,yes
1705,Taylor Rojas,520,yes
1705,Taylor Rojas,526,yes
1705,Taylor Rojas,577,maybe
1705,Taylor Rojas,622,yes
1705,Taylor Rojas,666,maybe
1705,Taylor Rojas,678,yes
1705,Taylor Rojas,708,yes
1705,Taylor Rojas,768,maybe
1705,Taylor Rojas,871,yes
1705,Taylor Rojas,912,yes
1706,Kevin Madden,35,yes
1706,Kevin Madden,69,yes
1706,Kevin Madden,136,yes
1706,Kevin Madden,140,yes
1706,Kevin Madden,254,maybe
1706,Kevin Madden,271,maybe
1706,Kevin Madden,275,maybe
1706,Kevin Madden,340,yes
1706,Kevin Madden,376,yes
1706,Kevin Madden,510,yes
1706,Kevin Madden,527,yes
1706,Kevin Madden,592,yes
1706,Kevin Madden,644,maybe
1706,Kevin Madden,682,yes
1706,Kevin Madden,723,yes
1706,Kevin Madden,740,yes
1706,Kevin Madden,749,maybe
1706,Kevin Madden,775,maybe
1706,Kevin Madden,940,maybe
1707,Whitney Barnett,61,maybe
1707,Whitney Barnett,129,yes
1707,Whitney Barnett,136,yes
1707,Whitney Barnett,188,maybe
1707,Whitney Barnett,201,maybe
1707,Whitney Barnett,236,yes
1707,Whitney Barnett,297,maybe
1707,Whitney Barnett,326,yes
1707,Whitney Barnett,427,yes
1707,Whitney Barnett,469,maybe
1707,Whitney Barnett,503,maybe
1707,Whitney Barnett,571,maybe
1707,Whitney Barnett,576,maybe
1707,Whitney Barnett,722,maybe
1707,Whitney Barnett,755,maybe
1707,Whitney Barnett,774,maybe
1707,Whitney Barnett,883,yes
1707,Whitney Barnett,937,maybe
1707,Whitney Barnett,991,maybe
1708,Kevin Fields,106,yes
1708,Kevin Fields,144,maybe
1708,Kevin Fields,338,yes
1708,Kevin Fields,376,yes
1708,Kevin Fields,391,yes
1708,Kevin Fields,597,maybe
1708,Kevin Fields,688,maybe
1708,Kevin Fields,764,yes
1708,Kevin Fields,813,yes
1708,Kevin Fields,861,yes
1708,Kevin Fields,886,maybe
1708,Kevin Fields,898,yes
1708,Kevin Fields,924,maybe
1708,Kevin Fields,939,maybe
1708,Kevin Fields,987,yes
1710,Elizabeth Vasquez,21,maybe
1710,Elizabeth Vasquez,114,maybe
1710,Elizabeth Vasquez,122,maybe
1710,Elizabeth Vasquez,251,yes
1710,Elizabeth Vasquez,252,yes
1710,Elizabeth Vasquez,278,maybe
1710,Elizabeth Vasquez,291,maybe
1710,Elizabeth Vasquez,379,yes
1710,Elizabeth Vasquez,420,yes
1710,Elizabeth Vasquez,433,maybe
1710,Elizabeth Vasquez,489,yes
1710,Elizabeth Vasquez,585,maybe
1710,Elizabeth Vasquez,620,yes
1710,Elizabeth Vasquez,666,maybe
1710,Elizabeth Vasquez,668,maybe
1710,Elizabeth Vasquez,692,yes
1710,Elizabeth Vasquez,732,maybe
1710,Elizabeth Vasquez,768,yes
1710,Elizabeth Vasquez,823,maybe
1710,Elizabeth Vasquez,861,yes
1710,Elizabeth Vasquez,952,maybe
1711,George Serrano,17,maybe
1711,George Serrano,221,yes
1711,George Serrano,234,maybe
1711,George Serrano,305,maybe
1711,George Serrano,327,maybe
1711,George Serrano,371,maybe
1711,George Serrano,411,yes
1711,George Serrano,578,yes
1711,George Serrano,618,maybe
1711,George Serrano,734,maybe
1711,George Serrano,740,yes
1711,George Serrano,763,maybe
1711,George Serrano,772,yes
1711,George Serrano,806,maybe
1711,George Serrano,850,maybe
1711,George Serrano,883,maybe
1711,George Serrano,908,yes
1711,George Serrano,915,maybe
1711,George Serrano,920,yes
1711,George Serrano,942,yes
1712,Tara Kennedy,71,yes
1712,Tara Kennedy,112,maybe
1712,Tara Kennedy,128,yes
1712,Tara Kennedy,153,maybe
1712,Tara Kennedy,280,yes
1712,Tara Kennedy,292,maybe
1712,Tara Kennedy,299,maybe
1712,Tara Kennedy,350,yes
1712,Tara Kennedy,384,yes
1712,Tara Kennedy,427,maybe
1712,Tara Kennedy,470,yes
1712,Tara Kennedy,498,maybe
1712,Tara Kennedy,526,maybe
1712,Tara Kennedy,583,yes
1712,Tara Kennedy,593,maybe
1712,Tara Kennedy,614,maybe
1712,Tara Kennedy,738,maybe
1712,Tara Kennedy,929,yes
1712,Tara Kennedy,930,maybe
1712,Tara Kennedy,963,yes
1712,Tara Kennedy,987,maybe
1713,Julie Lopez,38,maybe
1713,Julie Lopez,48,yes
1713,Julie Lopez,73,yes
1713,Julie Lopez,77,yes
1713,Julie Lopez,89,yes
1713,Julie Lopez,342,maybe
1713,Julie Lopez,568,yes
1713,Julie Lopez,611,maybe
1713,Julie Lopez,655,yes
1713,Julie Lopez,727,maybe
1713,Julie Lopez,855,maybe
2029,Amanda Miller,75,maybe
2029,Amanda Miller,134,maybe
2029,Amanda Miller,175,yes
2029,Amanda Miller,244,maybe
2029,Amanda Miller,252,yes
2029,Amanda Miller,335,yes
2029,Amanda Miller,342,yes
2029,Amanda Miller,367,yes
2029,Amanda Miller,405,yes
2029,Amanda Miller,433,maybe
2029,Amanda Miller,542,maybe
2029,Amanda Miller,602,yes
2029,Amanda Miller,645,maybe
2029,Amanda Miller,783,maybe
2029,Amanda Miller,832,maybe
2029,Amanda Miller,874,maybe
1715,Bradley Patterson,5,maybe
1715,Bradley Patterson,43,maybe
1715,Bradley Patterson,190,maybe
1715,Bradley Patterson,287,maybe
1715,Bradley Patterson,294,maybe
1715,Bradley Patterson,370,maybe
1715,Bradley Patterson,394,maybe
1715,Bradley Patterson,440,yes
1715,Bradley Patterson,591,yes
1715,Bradley Patterson,627,maybe
1715,Bradley Patterson,628,yes
1715,Bradley Patterson,710,yes
1715,Bradley Patterson,711,yes
1715,Bradley Patterson,754,maybe
1715,Bradley Patterson,966,maybe
1716,Luke Williams,30,yes
1716,Luke Williams,72,yes
1716,Luke Williams,250,maybe
1716,Luke Williams,279,yes
1716,Luke Williams,293,maybe
1716,Luke Williams,363,maybe
1716,Luke Williams,407,maybe
1716,Luke Williams,424,maybe
1716,Luke Williams,430,maybe
1716,Luke Williams,444,maybe
1716,Luke Williams,451,yes
1716,Luke Williams,466,yes
1716,Luke Williams,467,maybe
1716,Luke Williams,541,yes
1716,Luke Williams,557,yes
1716,Luke Williams,568,yes
1716,Luke Williams,584,maybe
1716,Luke Williams,659,yes
1716,Luke Williams,671,yes
1716,Luke Williams,752,maybe
1716,Luke Williams,762,yes
1716,Luke Williams,847,maybe
1716,Luke Williams,861,yes
1716,Luke Williams,886,yes
1716,Luke Williams,936,yes
1716,Luke Williams,950,yes
1718,Shawna Hebert,16,yes
1718,Shawna Hebert,49,maybe
1718,Shawna Hebert,50,maybe
1718,Shawna Hebert,74,yes
1718,Shawna Hebert,98,yes
1718,Shawna Hebert,125,yes
1718,Shawna Hebert,143,maybe
1718,Shawna Hebert,161,maybe
1718,Shawna Hebert,165,yes
1718,Shawna Hebert,213,maybe
1718,Shawna Hebert,302,maybe
1718,Shawna Hebert,335,yes
1718,Shawna Hebert,374,maybe
1718,Shawna Hebert,391,yes
1718,Shawna Hebert,407,yes
1718,Shawna Hebert,416,maybe
1718,Shawna Hebert,516,yes
1718,Shawna Hebert,529,yes
1718,Shawna Hebert,589,maybe
1718,Shawna Hebert,646,yes
1718,Shawna Hebert,667,maybe
1718,Shawna Hebert,702,maybe
1718,Shawna Hebert,715,maybe
1718,Shawna Hebert,732,yes
1718,Shawna Hebert,735,yes
1718,Shawna Hebert,768,maybe
1718,Shawna Hebert,871,yes
1718,Shawna Hebert,929,maybe
1718,Shawna Hebert,936,maybe
1718,Shawna Hebert,938,yes
1720,Joshua James,26,maybe
1720,Joshua James,90,yes
1720,Joshua James,106,maybe
1720,Joshua James,109,yes
1720,Joshua James,167,yes
1720,Joshua James,181,maybe
1720,Joshua James,258,maybe
1720,Joshua James,268,yes
1720,Joshua James,294,yes
1720,Joshua James,311,maybe
1720,Joshua James,367,yes
1720,Joshua James,426,yes
1720,Joshua James,471,maybe
1720,Joshua James,492,yes
1720,Joshua James,503,maybe
1720,Joshua James,634,yes
1720,Joshua James,711,yes
1720,Joshua James,725,yes
1720,Joshua James,774,maybe
1720,Joshua James,918,maybe
1720,Joshua James,934,maybe
1720,Joshua James,938,yes
1720,Joshua James,999,yes
1721,Kathryn Johnson,169,yes
1721,Kathryn Johnson,222,yes
1721,Kathryn Johnson,251,maybe
1721,Kathryn Johnson,301,maybe
1721,Kathryn Johnson,327,maybe
1721,Kathryn Johnson,360,yes
1721,Kathryn Johnson,420,maybe
1721,Kathryn Johnson,428,yes
1721,Kathryn Johnson,444,yes
1721,Kathryn Johnson,450,maybe
1721,Kathryn Johnson,487,yes
1721,Kathryn Johnson,490,maybe
1721,Kathryn Johnson,741,yes
1721,Kathryn Johnson,770,yes
1721,Kathryn Johnson,772,maybe
1721,Kathryn Johnson,799,maybe
1721,Kathryn Johnson,896,maybe
1721,Kathryn Johnson,914,maybe
1721,Kathryn Johnson,967,maybe
1723,Mary Curtis,13,yes
1723,Mary Curtis,31,yes
1723,Mary Curtis,33,maybe
1723,Mary Curtis,92,maybe
1723,Mary Curtis,97,yes
1723,Mary Curtis,297,maybe
1723,Mary Curtis,328,maybe
1723,Mary Curtis,456,yes
1723,Mary Curtis,512,yes
1723,Mary Curtis,529,yes
1723,Mary Curtis,537,maybe
1723,Mary Curtis,553,maybe
1723,Mary Curtis,626,yes
1723,Mary Curtis,651,yes
1723,Mary Curtis,829,maybe
1723,Mary Curtis,911,maybe
1723,Mary Curtis,972,maybe
1724,Danny Johnson,95,maybe
1724,Danny Johnson,97,maybe
1724,Danny Johnson,215,yes
1724,Danny Johnson,219,yes
1724,Danny Johnson,276,maybe
1724,Danny Johnson,277,maybe
1724,Danny Johnson,306,yes
1724,Danny Johnson,374,yes
1724,Danny Johnson,387,yes
1724,Danny Johnson,435,maybe
1724,Danny Johnson,443,maybe
1724,Danny Johnson,458,yes
1724,Danny Johnson,463,yes
1724,Danny Johnson,513,maybe
1724,Danny Johnson,648,yes
1724,Danny Johnson,662,maybe
1724,Danny Johnson,670,maybe
1724,Danny Johnson,687,yes
1724,Danny Johnson,699,yes
1724,Danny Johnson,737,yes
1724,Danny Johnson,875,maybe
1724,Danny Johnson,885,yes
1724,Danny Johnson,941,maybe
1724,Danny Johnson,954,maybe
1724,Danny Johnson,977,yes
1724,Danny Johnson,985,yes
1726,Mary Patterson,12,yes
1726,Mary Patterson,42,yes
1726,Mary Patterson,67,maybe
1726,Mary Patterson,78,maybe
1726,Mary Patterson,85,maybe
1726,Mary Patterson,215,yes
1726,Mary Patterson,232,maybe
1726,Mary Patterson,250,yes
1726,Mary Patterson,307,yes
1726,Mary Patterson,308,maybe
1726,Mary Patterson,358,maybe
1726,Mary Patterson,433,maybe
1726,Mary Patterson,479,yes
1726,Mary Patterson,487,maybe
1726,Mary Patterson,497,maybe
1726,Mary Patterson,580,yes
1726,Mary Patterson,684,yes
1726,Mary Patterson,723,maybe
1726,Mary Patterson,776,maybe
1726,Mary Patterson,888,maybe
1727,Richard Morris,7,maybe
1727,Richard Morris,36,maybe
1727,Richard Morris,173,maybe
1727,Richard Morris,182,maybe
1727,Richard Morris,224,maybe
1727,Richard Morris,298,maybe
1727,Richard Morris,322,yes
1727,Richard Morris,362,yes
1727,Richard Morris,372,maybe
1727,Richard Morris,397,yes
1727,Richard Morris,417,maybe
1727,Richard Morris,482,yes
1727,Richard Morris,487,yes
1727,Richard Morris,545,maybe
1727,Richard Morris,587,yes
1727,Richard Morris,649,maybe
1727,Richard Morris,658,maybe
1727,Richard Morris,788,yes
1727,Richard Morris,856,maybe
1727,Richard Morris,913,maybe
1727,Richard Morris,928,maybe
1727,Richard Morris,996,maybe
1728,Lauren Hernandez,44,yes
1728,Lauren Hernandez,84,maybe
1728,Lauren Hernandez,129,maybe
1728,Lauren Hernandez,232,maybe
1728,Lauren Hernandez,329,yes
1728,Lauren Hernandez,343,yes
1728,Lauren Hernandez,466,yes
1728,Lauren Hernandez,494,maybe
1728,Lauren Hernandez,573,maybe
1728,Lauren Hernandez,578,maybe
1728,Lauren Hernandez,594,maybe
1728,Lauren Hernandez,643,yes
1728,Lauren Hernandez,667,yes
1728,Lauren Hernandez,675,maybe
1728,Lauren Hernandez,676,yes
1728,Lauren Hernandez,696,maybe
1728,Lauren Hernandez,738,yes
1728,Lauren Hernandez,763,maybe
1728,Lauren Hernandez,771,maybe
1728,Lauren Hernandez,778,maybe
1728,Lauren Hernandez,914,yes
1729,Jerry White,47,maybe
1729,Jerry White,150,maybe
1729,Jerry White,237,yes
1729,Jerry White,260,yes
1729,Jerry White,274,maybe
1729,Jerry White,307,maybe
1729,Jerry White,310,yes
1729,Jerry White,374,yes
1729,Jerry White,395,maybe
1729,Jerry White,494,yes
1729,Jerry White,536,yes
1729,Jerry White,557,yes
1729,Jerry White,642,maybe
1729,Jerry White,652,yes
1729,Jerry White,705,maybe
1729,Jerry White,732,yes
1729,Jerry White,735,yes
1729,Jerry White,771,maybe
1729,Jerry White,778,maybe
1729,Jerry White,886,yes
1729,Jerry White,895,maybe
1729,Jerry White,922,yes
1729,Jerry White,954,maybe
1729,Jerry White,984,maybe
1730,Tracy Moore,26,yes
1730,Tracy Moore,28,yes
1730,Tracy Moore,39,yes
1730,Tracy Moore,50,yes
1730,Tracy Moore,53,yes
1730,Tracy Moore,55,yes
1730,Tracy Moore,71,maybe
1730,Tracy Moore,128,yes
1730,Tracy Moore,138,yes
1730,Tracy Moore,162,yes
1730,Tracy Moore,178,yes
1730,Tracy Moore,179,yes
1730,Tracy Moore,206,maybe
1730,Tracy Moore,210,yes
1730,Tracy Moore,227,yes
1730,Tracy Moore,235,yes
1730,Tracy Moore,244,yes
1730,Tracy Moore,301,maybe
1730,Tracy Moore,354,maybe
1730,Tracy Moore,466,yes
1730,Tracy Moore,515,maybe
1730,Tracy Moore,603,yes
1730,Tracy Moore,655,yes
1730,Tracy Moore,684,maybe
1730,Tracy Moore,802,maybe
1730,Tracy Moore,873,yes
1730,Tracy Moore,885,maybe
1730,Tracy Moore,907,yes
1730,Tracy Moore,957,maybe
1730,Tracy Moore,1000,maybe
1731,Kevin Valdez,89,yes
1731,Kevin Valdez,172,yes
1731,Kevin Valdez,270,maybe
1731,Kevin Valdez,301,yes
1731,Kevin Valdez,303,maybe
1731,Kevin Valdez,336,yes
1731,Kevin Valdez,338,yes
1731,Kevin Valdez,481,maybe
1731,Kevin Valdez,598,yes
1731,Kevin Valdez,662,maybe
1731,Kevin Valdez,665,maybe
1731,Kevin Valdez,750,maybe
1731,Kevin Valdez,753,maybe
1731,Kevin Valdez,831,maybe
1731,Kevin Valdez,893,yes
1731,Kevin Valdez,903,yes
1731,Kevin Valdez,909,maybe
1731,Kevin Valdez,914,yes
1731,Kevin Valdez,931,yes
1731,Kevin Valdez,966,yes
1732,Michael Cruz,79,maybe
1732,Michael Cruz,99,yes
1732,Michael Cruz,192,yes
1732,Michael Cruz,202,yes
1732,Michael Cruz,204,yes
1732,Michael Cruz,339,yes
1732,Michael Cruz,346,maybe
1732,Michael Cruz,377,yes
1732,Michael Cruz,417,yes
1732,Michael Cruz,447,maybe
1732,Michael Cruz,479,maybe
1732,Michael Cruz,534,maybe
1732,Michael Cruz,592,yes
1732,Michael Cruz,778,maybe
1732,Michael Cruz,817,yes
1732,Michael Cruz,863,maybe
1732,Michael Cruz,873,yes
1732,Michael Cruz,939,yes
1732,Michael Cruz,953,maybe
1732,Michael Cruz,958,yes
1732,Michael Cruz,978,maybe
1732,Michael Cruz,979,maybe
1732,Michael Cruz,990,yes
1733,David Howe,14,maybe
1733,David Howe,51,maybe
1733,David Howe,91,yes
1733,David Howe,111,yes
1733,David Howe,120,maybe
1733,David Howe,162,yes
1733,David Howe,176,yes
1733,David Howe,307,maybe
1733,David Howe,323,maybe
1733,David Howe,344,yes
1733,David Howe,355,yes
1733,David Howe,357,maybe
1733,David Howe,390,maybe
1733,David Howe,393,maybe
1733,David Howe,399,yes
1733,David Howe,485,maybe
1733,David Howe,734,yes
1733,David Howe,764,maybe
1733,David Howe,856,yes
1733,David Howe,868,yes
1733,David Howe,872,maybe
1733,David Howe,897,maybe
1733,David Howe,910,maybe
1733,David Howe,928,yes
1733,David Howe,985,yes
1734,Alexander Burton,46,yes
1734,Alexander Burton,52,maybe
1734,Alexander Burton,120,yes
1734,Alexander Burton,130,maybe
1734,Alexander Burton,393,yes
1734,Alexander Burton,430,yes
1734,Alexander Burton,480,yes
1734,Alexander Burton,482,maybe
1734,Alexander Burton,595,maybe
1734,Alexander Burton,880,maybe
1734,Alexander Burton,895,maybe
1736,James Hamilton,48,maybe
1736,James Hamilton,89,yes
1736,James Hamilton,108,yes
1736,James Hamilton,114,maybe
1736,James Hamilton,221,maybe
1736,James Hamilton,280,maybe
1736,James Hamilton,302,yes
1736,James Hamilton,331,yes
1736,James Hamilton,408,yes
1736,James Hamilton,428,maybe
1736,James Hamilton,467,maybe
1736,James Hamilton,510,yes
1736,James Hamilton,560,maybe
1736,James Hamilton,562,yes
1736,James Hamilton,599,yes
1736,James Hamilton,721,maybe
1736,James Hamilton,773,maybe
1736,James Hamilton,900,maybe
1736,James Hamilton,901,maybe
1736,James Hamilton,932,yes
1736,James Hamilton,961,maybe
1736,James Hamilton,991,maybe
1737,Jimmy Carr,22,yes
1737,Jimmy Carr,50,yes
1737,Jimmy Carr,68,maybe
1737,Jimmy Carr,81,yes
1737,Jimmy Carr,232,yes
1737,Jimmy Carr,264,maybe
1737,Jimmy Carr,272,yes
1737,Jimmy Carr,305,maybe
1737,Jimmy Carr,364,yes
1737,Jimmy Carr,420,yes
1737,Jimmy Carr,436,yes
1737,Jimmy Carr,474,yes
1737,Jimmy Carr,539,yes
1737,Jimmy Carr,600,yes
1737,Jimmy Carr,635,maybe
1737,Jimmy Carr,941,yes
1737,Jimmy Carr,948,yes
1737,Jimmy Carr,963,yes
1737,Jimmy Carr,975,yes
1738,Donald Fisher,8,yes
1738,Donald Fisher,18,yes
1738,Donald Fisher,40,maybe
1738,Donald Fisher,45,maybe
1738,Donald Fisher,58,maybe
1738,Donald Fisher,498,maybe
1738,Donald Fisher,500,maybe
1738,Donald Fisher,506,yes
1738,Donald Fisher,546,yes
1738,Donald Fisher,588,yes
1738,Donald Fisher,636,maybe
1738,Donald Fisher,640,maybe
1738,Donald Fisher,682,yes
1738,Donald Fisher,898,yes
1738,Donald Fisher,958,maybe
1738,Donald Fisher,963,maybe
1738,Donald Fisher,984,maybe
1739,Kathleen Wallace,42,yes
1739,Kathleen Wallace,116,yes
1739,Kathleen Wallace,132,yes
1739,Kathleen Wallace,217,maybe
1739,Kathleen Wallace,251,yes
1739,Kathleen Wallace,288,maybe
1739,Kathleen Wallace,298,yes
1739,Kathleen Wallace,317,yes
1739,Kathleen Wallace,342,yes
1739,Kathleen Wallace,347,maybe
1739,Kathleen Wallace,354,yes
1739,Kathleen Wallace,378,yes
1739,Kathleen Wallace,385,yes
1739,Kathleen Wallace,386,maybe
1739,Kathleen Wallace,444,maybe
1739,Kathleen Wallace,588,maybe
1739,Kathleen Wallace,592,maybe
1739,Kathleen Wallace,779,yes
1739,Kathleen Wallace,936,yes
1739,Kathleen Wallace,945,yes
1739,Kathleen Wallace,953,maybe
1740,Michael Adams,13,maybe
1740,Michael Adams,45,yes
1740,Michael Adams,150,yes
1740,Michael Adams,230,yes
1740,Michael Adams,261,yes
1740,Michael Adams,297,yes
1740,Michael Adams,439,maybe
1740,Michael Adams,441,yes
1740,Michael Adams,455,yes
1740,Michael Adams,527,maybe
1740,Michael Adams,609,yes
1740,Michael Adams,632,yes
1740,Michael Adams,661,yes
1740,Michael Adams,672,yes
1740,Michael Adams,676,maybe
1740,Michael Adams,831,yes
1740,Michael Adams,833,maybe
1740,Michael Adams,836,maybe
1740,Michael Adams,843,yes
1740,Michael Adams,895,yes
1740,Michael Adams,896,maybe
1740,Michael Adams,903,maybe
1740,Michael Adams,913,yes
1740,Michael Adams,921,maybe
1740,Michael Adams,936,maybe
1740,Michael Adams,956,yes
1740,Michael Adams,987,maybe
1741,Shawn Burton,37,maybe
1741,Shawn Burton,79,yes
1741,Shawn Burton,134,yes
1741,Shawn Burton,491,maybe
1741,Shawn Burton,679,maybe
1741,Shawn Burton,693,yes
1741,Shawn Burton,764,yes
1741,Shawn Burton,776,maybe
1741,Shawn Burton,817,yes
1741,Shawn Burton,849,maybe
1741,Shawn Burton,880,yes
1741,Shawn Burton,931,maybe
1741,Shawn Burton,950,yes
1741,Shawn Burton,976,maybe
1741,Shawn Burton,980,yes
1741,Shawn Burton,993,maybe
1742,Dustin Conner,59,yes
1742,Dustin Conner,66,yes
1742,Dustin Conner,146,maybe
1742,Dustin Conner,225,yes
1742,Dustin Conner,311,maybe
1742,Dustin Conner,405,yes
1742,Dustin Conner,493,yes
1742,Dustin Conner,531,yes
1742,Dustin Conner,577,maybe
1742,Dustin Conner,597,maybe
1742,Dustin Conner,630,yes
1742,Dustin Conner,781,yes
1742,Dustin Conner,968,yes
1742,Dustin Conner,990,yes
1743,Jason Ramos,62,maybe
1743,Jason Ramos,74,maybe
1743,Jason Ramos,77,yes
1743,Jason Ramos,81,maybe
1743,Jason Ramos,101,yes
1743,Jason Ramos,113,yes
1743,Jason Ramos,187,yes
1743,Jason Ramos,189,yes
1743,Jason Ramos,231,yes
1743,Jason Ramos,257,maybe
1743,Jason Ramos,335,maybe
1743,Jason Ramos,361,maybe
1743,Jason Ramos,371,maybe
1743,Jason Ramos,409,maybe
1743,Jason Ramos,513,yes
1743,Jason Ramos,518,maybe
1743,Jason Ramos,569,yes
1743,Jason Ramos,608,maybe
1743,Jason Ramos,650,maybe
1743,Jason Ramos,687,maybe
1743,Jason Ramos,693,maybe
1743,Jason Ramos,699,yes
1743,Jason Ramos,880,yes
1743,Jason Ramos,884,maybe
1743,Jason Ramos,905,yes
1743,Jason Ramos,927,maybe
1743,Jason Ramos,930,yes
1743,Jason Ramos,942,yes
1743,Jason Ramos,988,yes
1743,Jason Ramos,999,maybe
1744,Hayley Duncan,87,maybe
1744,Hayley Duncan,137,maybe
1744,Hayley Duncan,138,yes
1744,Hayley Duncan,141,maybe
1744,Hayley Duncan,148,maybe
1744,Hayley Duncan,240,yes
1744,Hayley Duncan,322,maybe
1744,Hayley Duncan,405,yes
1744,Hayley Duncan,415,yes
1744,Hayley Duncan,493,yes
1744,Hayley Duncan,506,yes
1744,Hayley Duncan,513,yes
1744,Hayley Duncan,546,maybe
1744,Hayley Duncan,551,maybe
1744,Hayley Duncan,622,yes
1744,Hayley Duncan,726,yes
1744,Hayley Duncan,766,maybe
1744,Hayley Duncan,776,yes
1744,Hayley Duncan,796,yes
1744,Hayley Duncan,828,yes
1744,Hayley Duncan,833,yes
1744,Hayley Duncan,856,maybe
1744,Hayley Duncan,873,yes
1746,Dylan Murillo,138,maybe
1746,Dylan Murillo,142,yes
1746,Dylan Murillo,154,maybe
1746,Dylan Murillo,158,yes
1746,Dylan Murillo,217,maybe
1746,Dylan Murillo,358,maybe
1746,Dylan Murillo,449,maybe
1746,Dylan Murillo,516,yes
1746,Dylan Murillo,576,maybe
1746,Dylan Murillo,767,maybe
1746,Dylan Murillo,807,maybe
1746,Dylan Murillo,836,maybe
1746,Dylan Murillo,879,yes
1746,Dylan Murillo,959,maybe
1747,Charles Herrera,40,maybe
1747,Charles Herrera,63,maybe
1747,Charles Herrera,160,yes
1747,Charles Herrera,250,yes
1747,Charles Herrera,391,yes
1747,Charles Herrera,415,yes
1747,Charles Herrera,421,yes
1747,Charles Herrera,466,maybe
1747,Charles Herrera,544,maybe
1747,Charles Herrera,550,yes
1747,Charles Herrera,610,maybe
1747,Charles Herrera,614,maybe
1747,Charles Herrera,660,yes
1747,Charles Herrera,693,maybe
1747,Charles Herrera,752,yes
1747,Charles Herrera,757,yes
1747,Charles Herrera,841,yes
1747,Charles Herrera,866,maybe
1747,Charles Herrera,876,maybe
1747,Charles Herrera,956,maybe
1747,Charles Herrera,972,maybe
1747,Charles Herrera,986,yes
1748,Jessica Garrison,69,yes
1748,Jessica Garrison,80,maybe
1748,Jessica Garrison,177,maybe
1748,Jessica Garrison,193,yes
1748,Jessica Garrison,198,yes
1748,Jessica Garrison,204,yes
1748,Jessica Garrison,276,maybe
1748,Jessica Garrison,316,yes
1748,Jessica Garrison,370,yes
1748,Jessica Garrison,380,maybe
1748,Jessica Garrison,388,yes
1748,Jessica Garrison,560,maybe
1748,Jessica Garrison,660,yes
1748,Jessica Garrison,690,maybe
1748,Jessica Garrison,702,yes
1748,Jessica Garrison,728,yes
1748,Jessica Garrison,748,maybe
1748,Jessica Garrison,808,yes
1748,Jessica Garrison,826,maybe
1748,Jessica Garrison,897,yes
1748,Jessica Garrison,923,yes
1748,Jessica Garrison,941,yes
1748,Jessica Garrison,943,yes
2455,Christopher Taylor,15,maybe
2455,Christopher Taylor,23,maybe
2455,Christopher Taylor,35,yes
2455,Christopher Taylor,65,yes
2455,Christopher Taylor,107,yes
2455,Christopher Taylor,158,maybe
2455,Christopher Taylor,184,maybe
2455,Christopher Taylor,192,maybe
2455,Christopher Taylor,268,maybe
2455,Christopher Taylor,315,yes
2455,Christopher Taylor,373,yes
2455,Christopher Taylor,454,yes
2455,Christopher Taylor,455,yes
2455,Christopher Taylor,504,yes
2455,Christopher Taylor,520,maybe
2455,Christopher Taylor,532,yes
2455,Christopher Taylor,537,yes
2455,Christopher Taylor,623,yes
2455,Christopher Taylor,653,yes
2455,Christopher Taylor,726,yes
2455,Christopher Taylor,791,yes
2455,Christopher Taylor,851,yes
2455,Christopher Taylor,887,maybe
2455,Christopher Taylor,904,maybe
2455,Christopher Taylor,944,yes
2455,Christopher Taylor,974,maybe
1750,Kyle Floyd,10,yes
1750,Kyle Floyd,29,maybe
1750,Kyle Floyd,62,maybe
1750,Kyle Floyd,76,yes
1750,Kyle Floyd,84,yes
1750,Kyle Floyd,99,yes
1750,Kyle Floyd,115,yes
1750,Kyle Floyd,131,yes
1750,Kyle Floyd,184,yes
1750,Kyle Floyd,339,maybe
1750,Kyle Floyd,373,yes
1750,Kyle Floyd,390,yes
1750,Kyle Floyd,446,yes
1750,Kyle Floyd,476,maybe
1750,Kyle Floyd,478,maybe
1750,Kyle Floyd,556,yes
1750,Kyle Floyd,581,yes
1750,Kyle Floyd,656,maybe
1750,Kyle Floyd,681,yes
1750,Kyle Floyd,755,maybe
1750,Kyle Floyd,781,yes
