member #,member name,topic
1602,Misty Wagner,"Constraints, Data Mining, and Machine Learning"
1602,Misty Wagner,"Phonology, Morphology, and Word Segmentation"
1603,Willie Lutz,Human Computation and Crowdsourcing
1603,Willie Lutz,Syntax and Parsing
1603,Willie Lutz,Humanities
1603,Willie Lutz,Other Topics in Uncertainty in AI
1603,Willie Lutz,Knowledge Compilation
1603,Willie Lutz,Conversational AI and Dialogue Systems
1603,Willie Lutz,Semantic Web
1603,Willie Lutz,Other Topics in Knowledge Representation and Reasoning
1603,Willie Lutz,Imitation Learning and Inverse Reinforcement Learning
1604,Paul Young,Image and Video Generation
1604,Paul Young,Summarisation
1604,Paul Young,Machine Ethics
1604,Paul Young,Motion and Tracking
1604,Paul Young,Computer Games
1604,Paul Young,Deep Neural Network Algorithms
1604,Paul Young,Image and Video Retrieval
1604,Paul Young,Satisfiability
1604,Paul Young,Visual Reasoning and Symbolic Representation
1604,Paul Young,Smart Cities and Urban Planning
1605,Nicole Escobar,Image and Video Generation
1605,Nicole Escobar,Evaluation and Analysis in Machine Learning
1605,Nicole Escobar,Privacy in Data Mining
1605,Nicole Escobar,Reinforcement Learning with Human Feedback
1605,Nicole Escobar,Engineering Multiagent Systems
1605,Nicole Escobar,Representation Learning for Computer Vision
1605,Nicole Escobar,Preferences
1605,Nicole Escobar,Vision and Language
1605,Nicole Escobar,Accountability
1606,Charlotte Wall,Video Understanding and Activity Analysis
1606,Charlotte Wall,Morality and Value-Based AI
1606,Charlotte Wall,Human-Robot/Agent Interaction
1606,Charlotte Wall,Mining Semi-Structured Data
1606,Charlotte Wall,Constraint Optimisation
1607,Julie Smith,Unsupervised and Self-Supervised Learning
1607,Julie Smith,Cognitive Robotics
1607,Julie Smith,Adversarial Attacks on CV Systems
1607,Julie Smith,Data Compression
1607,Julie Smith,Multilingualism and Linguistic Diversity
1608,Karen Gilmore,Privacy in Data Mining
1608,Karen Gilmore,Neuro-Symbolic Methods
1608,Karen Gilmore,Explainability (outside Machine Learning)
1608,Karen Gilmore,Satisfiability Modulo Theories
1608,Karen Gilmore,Stochastic Models and Probabilistic Inference
1608,Karen Gilmore,Agent-Based Simulation and Complex Systems
1609,Jeffrey Lewis,Machine Translation
1609,Jeffrey Lewis,Anomaly/Outlier Detection
1609,Jeffrey Lewis,"Understanding People: Theories, Concepts, and Methods"
1609,Jeffrey Lewis,Reinforcement Learning with Human Feedback
1609,Jeffrey Lewis,Multilingualism and Linguistic Diversity
1609,Jeffrey Lewis,Explainability (outside Machine Learning)
1610,James Wolfe,Multi-Robot Systems
1610,James Wolfe,"Geometric, Spatial, and Temporal Reasoning"
1610,James Wolfe,Reinforcement Learning Algorithms
1610,James Wolfe,Argumentation
1610,James Wolfe,Machine Translation
1610,James Wolfe,Semantic Web
1610,James Wolfe,Safety and Robustness
1610,James Wolfe,"Coordination, Organisations, Institutions, and Norms"
1610,James Wolfe,Interpretability and Analysis of NLP Models
1610,James Wolfe,Search and Machine Learning
1611,Ashley Macdonald,Evolutionary Learning
1611,Ashley Macdonald,Description Logics
1611,Ashley Macdonald,Other Topics in Computer Vision
1611,Ashley Macdonald,Life Sciences
1611,Ashley Macdonald,Explainability in Computer Vision
1611,Ashley Macdonald,Classical Planning
1611,Ashley Macdonald,"AI in Law, Justice, Regulation, and Governance"
1611,Ashley Macdonald,Computer-Aided Education
1611,Ashley Macdonald,Entertainment
1611,Ashley Macdonald,Deep Learning Theory
1612,Kristina Richards,Representation Learning
1612,Kristina Richards,Deep Neural Network Algorithms
1612,Kristina Richards,Text Mining
1612,Kristina Richards,"Coordination, Organisations, Institutions, and Norms"
1612,Kristina Richards,Reinforcement Learning Algorithms
1612,Kristina Richards,Economics and Finance
1612,Kristina Richards,Reasoning about Knowledge and Beliefs
1612,Kristina Richards,Summarisation
1612,Kristina Richards,Meta-Learning
1613,Linda Hood,Rule Mining and Pattern Mining
1613,Linda Hood,Multiagent Learning
1613,Linda Hood,Deep Generative Models and Auto-Encoders
1613,Linda Hood,Economics and Finance
1613,Linda Hood,Aerospace
1614,Elizabeth Clark,Data Compression
1614,Elizabeth Clark,Databases
1614,Elizabeth Clark,Vision and Language
1614,Elizabeth Clark,Algorithmic Game Theory
1614,Elizabeth Clark,Solvers and Tools
1614,Elizabeth Clark,Imitation Learning and Inverse Reinforcement Learning
1614,Elizabeth Clark,Intelligent Virtual Agents
1614,Elizabeth Clark,"Model Adaptation, Compression, and Distillation"
1614,Elizabeth Clark,"Conformant, Contingent, and Adversarial Planning"
1614,Elizabeth Clark,Other Topics in Humans and AI
1615,Johnny Lowery,Human-Computer Interaction
1615,Johnny Lowery,Adversarial Learning and Robustness
1615,Johnny Lowery,Cognitive Modelling
1615,Johnny Lowery,Learning Theory
1615,Johnny Lowery,Safety and Robustness
1615,Johnny Lowery,Non-Monotonic Reasoning
1616,James Cox,Computer Vision Theory
1616,James Cox,Fair Division
1616,James Cox,Learning Preferences or Rankings
1616,James Cox,Visual Reasoning and Symbolic Representation
1616,James Cox,Meta-Learning
1617,Danielle Reed,Other Topics in Multiagent Systems
1617,Danielle Reed,Causal Learning
1617,Danielle Reed,Speech and Multimodality
1617,Danielle Reed,Safety and Robustness
1617,Danielle Reed,Reinforcement Learning Algorithms
1618,Leslie Robinson,Satisfiability
1618,Leslie Robinson,Question Answering
1618,Leslie Robinson,Satisfiability Modulo Theories
1618,Leslie Robinson,Dimensionality Reduction/Feature Selection
1618,Leslie Robinson,"Belief Revision, Update, and Merging"
1618,Leslie Robinson,Automated Learning and Hyperparameter Tuning
1619,Tony Bailey,Unsupervised and Self-Supervised Learning
1619,Tony Bailey,Standards and Certification
1619,Tony Bailey,3D Computer Vision
1619,Tony Bailey,Sports
1619,Tony Bailey,Mining Codebase and Software Repositories
1619,Tony Bailey,Non-Probabilistic Models of Uncertainty
1619,Tony Bailey,Privacy in Data Mining
1619,Tony Bailey,Constraint Learning and Acquisition
1620,Jesus Gibbs,Online Learning and Bandits
1620,Jesus Gibbs,Behavioural Game Theory
1620,Jesus Gibbs,Efficient Methods for Machine Learning
1620,Jesus Gibbs,"Conformant, Contingent, and Adversarial Planning"
1620,Jesus Gibbs,Deep Reinforcement Learning
1620,Jesus Gibbs,Medical and Biological Imaging
1620,Jesus Gibbs,Argumentation
1620,Jesus Gibbs,Explainability in Computer Vision
1620,Jesus Gibbs,Engineering Multiagent Systems
1620,Jesus Gibbs,Preferences
1621,Kristin Baker,Answer Set Programming
1621,Kristin Baker,Time-Series and Data Streams
1621,Kristin Baker,Databases
1621,Kristin Baker,Responsible AI
1621,Kristin Baker,Question Answering
1621,Kristin Baker,"Graph Mining, Social Network Analysis, and Community Mining"
1621,Kristin Baker,Causal Learning
1621,Kristin Baker,Accountability
1622,Connor Rodgers,Fuzzy Sets and Systems
1622,Connor Rodgers,Engineering Multiagent Systems
1622,Connor Rodgers,Multiagent Planning
1622,Connor Rodgers,Rule Mining and Pattern Mining
1622,Connor Rodgers,Fairness and Bias
1622,Connor Rodgers,Semi-Supervised Learning
1622,Connor Rodgers,Multimodal Learning
1622,Connor Rodgers,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1623,Beth Butler,Other Topics in Data Mining
1623,Beth Butler,Language and Vision
1623,Beth Butler,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1623,Beth Butler,Biometrics
1623,Beth Butler,Language Grounding
1623,Beth Butler,Inductive and Co-Inductive Logic Programming
1624,Dalton Guzman,Responsible AI
1624,Dalton Guzman,"Plan Execution, Monitoring, and Repair"
1624,Dalton Guzman,Optimisation for Robotics
1624,Dalton Guzman,Case-Based Reasoning
1624,Dalton Guzman,Multi-Robot Systems
1625,Heather Weber,Knowledge Compilation
1625,Heather Weber,"Other Topics Related to Fairness, Ethics, or Trust"
1625,Heather Weber,Semantic Web
1625,Heather Weber,Multimodal Learning
1625,Heather Weber,Interpretability and Analysis of NLP Models
1625,Heather Weber,Cognitive Science
1626,Edward Brown,Reinforcement Learning Theory
1626,Edward Brown,Satisfiability
1626,Edward Brown,Multimodal Learning
1626,Edward Brown,Visual Reasoning and Symbolic Representation
1626,Edward Brown,Environmental Impacts of AI
1626,Edward Brown,Optimisation for Robotics
1626,Edward Brown,User Modelling and Personalisation
1626,Edward Brown,Swarm Intelligence
1626,Edward Brown,"Mining Visual, Multimedia, and Multimodal Data"
1627,Barbara Doyle,Preferences
1627,Barbara Doyle,"Energy, Environment, and Sustainability"
1627,Barbara Doyle,Distributed Machine Learning
1627,Barbara Doyle,Video Understanding and Activity Analysis
1627,Barbara Doyle,Robot Planning and Scheduling
1627,Barbara Doyle,Mining Heterogeneous Data
1628,Gina Zimmerman,News and Media
1628,Gina Zimmerman,Mining Spatial and Temporal Data
1628,Gina Zimmerman,Cognitive Modelling
1628,Gina Zimmerman,Search and Machine Learning
1628,Gina Zimmerman,Satisfiability
1628,Gina Zimmerman,Transparency
1629,Kayla Huff,Fair Division
1629,Kayla Huff,Automated Learning and Hyperparameter Tuning
1629,Kayla Huff,Probabilistic Modelling
1629,Kayla Huff,Data Compression
1629,Kayla Huff,Approximate Inference
1629,Kayla Huff,Deep Neural Network Architectures
1629,Kayla Huff,Reinforcement Learning Theory
1630,Christopher White,Internet of Things
1630,Christopher White,Knowledge Acquisition
1630,Christopher White,"Mining Visual, Multimedia, and Multimodal Data"
1630,Christopher White,Classical Planning
1630,Christopher White,Other Topics in Humans and AI
1630,Christopher White,Robot Manipulation
1631,Jonathan Gonzalez,Mixed Discrete and Continuous Optimisation
1631,Jonathan Gonzalez,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1631,Jonathan Gonzalez,Graphical Models
1631,Jonathan Gonzalez,Machine Learning for NLP
1631,Jonathan Gonzalez,Multi-Instance/Multi-View Learning
1631,Jonathan Gonzalez,Reinforcement Learning with Human Feedback
1631,Jonathan Gonzalez,Automated Learning and Hyperparameter Tuning
1631,Jonathan Gonzalez,Description Logics
1632,Katie Russell,Personalisation and User Modelling
1632,Katie Russell,Vision and Language
1632,Katie Russell,"Graph Mining, Social Network Analysis, and Community Mining"
1632,Katie Russell,Planning under Uncertainty
1632,Katie Russell,"Mining Visual, Multimedia, and Multimodal Data"
1632,Katie Russell,Visual Reasoning and Symbolic Representation
1632,Katie Russell,Multi-Class/Multi-Label Learning and Extreme Classification
1632,Katie Russell,Health and Medicine
1633,Christy Smith,Sports
1633,Christy Smith,"Phonology, Morphology, and Word Segmentation"
1633,Christy Smith,Knowledge Graphs and Open Linked Data
1633,Christy Smith,"Human-Computer Teamwork, Team Formation, and Collaboration"
1633,Christy Smith,Mobility
1633,Christy Smith,Mixed Discrete/Continuous Planning
1633,Christy Smith,Personalisation and User Modelling
1633,Christy Smith,Object Detection and Categorisation
1634,David Warren,Ensemble Methods
1634,David Warren,Other Topics in Knowledge Representation and Reasoning
1634,David Warren,Standards and Certification
1634,David Warren,Video Understanding and Activity Analysis
1634,David Warren,Argumentation
1634,David Warren,Scalability of Machine Learning Systems
1634,David Warren,Software Engineering
1634,David Warren,Quantum Computing
1634,David Warren,Discourse and Pragmatics
1634,David Warren,Language and Vision
1635,Brittney Sampson,Other Topics in Natural Language Processing
1635,Brittney Sampson,Deep Generative Models and Auto-Encoders
1635,Brittney Sampson,"Localisation, Mapping, and Navigation"
1635,Brittney Sampson,Learning Human Values and Preferences
1635,Brittney Sampson,Human-Robot/Agent Interaction
1635,Brittney Sampson,News and Media
1635,Brittney Sampson,Approximate Inference
1635,Brittney Sampson,Mining Heterogeneous Data
1636,Brian Morris,Genetic Algorithms
1636,Brian Morris,Other Topics in Multiagent Systems
1636,Brian Morris,Bioinformatics
1636,Brian Morris,Autonomous Driving
1636,Brian Morris,Life Sciences
1636,Brian Morris,"Segmentation, Grouping, and Shape Analysis"
1636,Brian Morris,Human Computation and Crowdsourcing
1636,Brian Morris,Quantum Machine Learning
1636,Brian Morris,Agent-Based Simulation and Complex Systems
1637,Michael Miller,Bioinformatics
1637,Michael Miller,Human-Computer Interaction
1637,Michael Miller,Other Topics in Machine Learning
1637,Michael Miller,Deep Neural Network Architectures
1637,Michael Miller,Approximate Inference
1637,Michael Miller,Multiagent Planning
1637,Michael Miller,Social Networks
1637,Michael Miller,Data Stream Mining
1637,Michael Miller,Constraint Satisfaction
1637,Michael Miller,Humanities
1638,Michelle Olson,Smart Cities and Urban Planning
1638,Michelle Olson,Privacy-Aware Machine Learning
1638,Michelle Olson,"Face, Gesture, and Pose Recognition"
1638,Michelle Olson,Data Stream Mining
1638,Michelle Olson,Logic Programming
1638,Michelle Olson,Text Mining
1638,Michelle Olson,Computer-Aided Education
1638,Michelle Olson,Spatial and Temporal Models of Uncertainty
1639,Brian Johnson,Evaluation and Analysis in Machine Learning
1639,Brian Johnson,Conversational AI and Dialogue Systems
1639,Brian Johnson,Other Topics in Humans and AI
1639,Brian Johnson,Explainability (outside Machine Learning)
1639,Brian Johnson,Human-Aware Planning
1639,Brian Johnson,Digital Democracy
1639,Brian Johnson,Distributed Machine Learning
1639,Brian Johnson,Economics and Finance
1640,Chase Wagner,"Phonology, Morphology, and Word Segmentation"
1640,Chase Wagner,Activity and Plan Recognition
1640,Chase Wagner,Hardware
1640,Chase Wagner,Stochastic Optimisation
1640,Chase Wagner,Machine Learning for Robotics
1640,Chase Wagner,Abductive Reasoning and Diagnosis
1640,Chase Wagner,Qualitative Reasoning
1640,Chase Wagner,Adversarial Attacks on CV Systems
1641,Erika Castaneda,Bayesian Networks
1641,Erika Castaneda,Social Networks
1641,Erika Castaneda,Multiagent Planning
1641,Erika Castaneda,Information Extraction
1641,Erika Castaneda,Constraint Programming
1642,Melissa Reid,Sequential Decision Making
1642,Melissa Reid,Data Compression
1642,Melissa Reid,Non-Probabilistic Models of Uncertainty
1642,Melissa Reid,Big Data and Scalability
1642,Melissa Reid,Explainability (outside Machine Learning)
1642,Melissa Reid,Privacy in Data Mining
1642,Melissa Reid,Standards and Certification
1642,Melissa Reid,Ontology Induction from Text
1643,Grace Hatfield,Biometrics
1643,Grace Hatfield,Learning Theory
1643,Grace Hatfield,"Transfer, Domain Adaptation, and Multi-Task Learning"
1643,Grace Hatfield,Deep Neural Network Architectures
1643,Grace Hatfield,Data Compression
1643,Grace Hatfield,3D Computer Vision
1643,Grace Hatfield,Explainability and Interpretability in Machine Learning
1643,Grace Hatfield,Recommender Systems
1644,Michael Guzman,Multilingualism and Linguistic Diversity
1644,Michael Guzman,Deep Neural Network Algorithms
1644,Michael Guzman,Randomised Algorithms
1644,Michael Guzman,Other Topics in Multiagent Systems
1644,Michael Guzman,Solvers and Tools
1644,Michael Guzman,Inductive and Co-Inductive Logic Programming
1644,Michael Guzman,Non-Monotonic Reasoning
1644,Michael Guzman,Explainability (outside Machine Learning)
1644,Michael Guzman,Voting Theory
1645,Robert Tucker,"Graph Mining, Social Network Analysis, and Community Mining"
1645,Robert Tucker,Visual Reasoning and Symbolic Representation
1645,Robert Tucker,Lexical Semantics
1645,Robert Tucker,Video Understanding and Activity Analysis
1645,Robert Tucker,Non-Monotonic Reasoning
1645,Robert Tucker,"Phonology, Morphology, and Word Segmentation"
1645,Robert Tucker,Search and Machine Learning
1645,Robert Tucker,Recommender Systems
1646,Megan Davis,Logic Programming
1646,Megan Davis,Other Topics in Constraints and Satisfiability
1646,Megan Davis,User Experience and Usability
1646,Megan Davis,News and Media
1646,Megan Davis,Robot Planning and Scheduling
1647,Tyler Sloan,Constraint Programming
1647,Tyler Sloan,Physical Sciences
1647,Tyler Sloan,Explainability and Interpretability in Machine Learning
1647,Tyler Sloan,Human-in-the-loop Systems
1647,Tyler Sloan,Education
1647,Tyler Sloan,Mixed Discrete/Continuous Planning
1647,Tyler Sloan,Multimodal Perception and Sensor Fusion
1647,Tyler Sloan,Economics and Finance
1647,Tyler Sloan,Social Networks
1647,Tyler Sloan,Other Topics in Uncertainty in AI
1648,Jeremy Hill,Neuroscience
1648,Jeremy Hill,Responsible AI
1648,Jeremy Hill,Machine Translation
1648,Jeremy Hill,Game Playing
1648,Jeremy Hill,Constraint Programming
1648,Jeremy Hill,Kernel Methods
1649,Amanda Huffman,Algorithmic Game Theory
1649,Amanda Huffman,Object Detection and Categorisation
1649,Amanda Huffman,Speech and Multimodality
1649,Amanda Huffman,Mining Heterogeneous Data
1649,Amanda Huffman,Adversarial Search
1649,Amanda Huffman,Active Learning
1649,Amanda Huffman,Blockchain Technology
1649,Amanda Huffman,Scene Analysis and Understanding
1650,Karen Montgomery,Representation Learning
1650,Karen Montgomery,Evolutionary Learning
1650,Karen Montgomery,Explainability in Computer Vision
1650,Karen Montgomery,Inductive and Co-Inductive Logic Programming
1650,Karen Montgomery,Clustering
1650,Karen Montgomery,Distributed CSP and Optimisation
1650,Karen Montgomery,Bayesian Networks
1650,Karen Montgomery,Syntax and Parsing
1650,Karen Montgomery,Real-Time Systems
1650,Karen Montgomery,Description Logics
1651,Dawn Ortiz,Video Understanding and Activity Analysis
1651,Dawn Ortiz,Robot Manipulation
1651,Dawn Ortiz,"Transfer, Domain Adaptation, and Multi-Task Learning"
1651,Dawn Ortiz,Reinforcement Learning Algorithms
1651,Dawn Ortiz,Robot Planning and Scheduling
1651,Dawn Ortiz,Syntax and Parsing
1651,Dawn Ortiz,Optimisation for Robotics
1651,Dawn Ortiz,Reinforcement Learning Theory
1651,Dawn Ortiz,Deep Neural Network Algorithms
1651,Dawn Ortiz,Scene Analysis and Understanding
1652,Lisa Nicholson,Language Grounding
1652,Lisa Nicholson,Approximate Inference
1652,Lisa Nicholson,Relational Learning
1652,Lisa Nicholson,Biometrics
1652,Lisa Nicholson,Representation Learning for Computer Vision
1653,Joshua Davis,Quantum Computing
1653,Joshua Davis,Mechanism Design
1653,Joshua Davis,Game Playing
1653,Joshua Davis,Intelligent Database Systems
1653,Joshua Davis,Human-Aware Planning and Behaviour Prediction
1653,Joshua Davis,Kernel Methods
1653,Joshua Davis,Constraint Optimisation
1653,Joshua Davis,Trust
1653,Joshua Davis,Mining Semi-Structured Data
1654,Danielle Patel,Decision and Utility Theory
1654,Danielle Patel,Explainability (outside Machine Learning)
1654,Danielle Patel,Interpretability and Analysis of NLP Models
1654,Danielle Patel,"Belief Revision, Update, and Merging"
1654,Danielle Patel,Constraint Optimisation
1654,Danielle Patel,"AI in Law, Justice, Regulation, and Governance"
1654,Danielle Patel,Uncertainty Representations
1654,Danielle Patel,Internet of Things
1654,Danielle Patel,Scene Analysis and Understanding
1655,Michael Sanders,Human-Machine Interaction Techniques and Devices
1655,Michael Sanders,Quantum Machine Learning
1655,Michael Sanders,Constraint Optimisation
1655,Michael Sanders,Behavioural Game Theory
1655,Michael Sanders,Sentence-Level Semantics and Textual Inference
1656,David Kim,Mechanism Design
1656,David Kim,Information Retrieval
1656,David Kim,Question Answering
1656,David Kim,"Localisation, Mapping, and Navigation"
1656,David Kim,Spatial and Temporal Models of Uncertainty
1657,Hannah Guerrero,Interpretability and Analysis of NLP Models
1657,Hannah Guerrero,Logic Programming
1657,Hannah Guerrero,Evolutionary Learning
1657,Hannah Guerrero,Language Grounding
1657,Hannah Guerrero,Other Topics in Uncertainty in AI
1657,Hannah Guerrero,Planning and Machine Learning
1657,Hannah Guerrero,Learning Human Values and Preferences
1657,Hannah Guerrero,Activity and Plan Recognition
1657,Hannah Guerrero,Preferences
1657,Hannah Guerrero,Verification
1658,Joseph King,Deep Neural Network Algorithms
1658,Joseph King,Dimensionality Reduction/Feature Selection
1658,Joseph King,Bayesian Networks
1658,Joseph King,Accountability
1658,Joseph King,Computational Social Choice
1658,Joseph King,Graphical Models
1658,Joseph King,Logic Programming
1658,Joseph King,Heuristic Search
1659,Edward Miller,Philosophy and Ethics
1659,Edward Miller,Mixed Discrete/Continuous Planning
1659,Edward Miller,Adversarial Learning and Robustness
1659,Edward Miller,Sequential Decision Making
1659,Edward Miller,"Understanding People: Theories, Concepts, and Methods"
1659,Edward Miller,Privacy and Security
1659,Edward Miller,Description Logics
1659,Edward Miller,Machine Learning for Computer Vision
1659,Edward Miller,Behavioural Game Theory
1659,Edward Miller,Semantic Web
1660,Kenneth Peck,Logic Foundations
1660,Kenneth Peck,Fair Division
1660,Kenneth Peck,Preferences
1660,Kenneth Peck,Knowledge Acquisition
1660,Kenneth Peck,Anomaly/Outlier Detection
1660,Kenneth Peck,Economic Paradigms
1660,Kenneth Peck,User Experience and Usability
1660,Kenneth Peck,Adversarial Search
1661,Natalie Curtis,Other Topics in Uncertainty in AI
1661,Natalie Curtis,Answer Set Programming
1661,Natalie Curtis,Knowledge Acquisition and Representation for Planning
1661,Natalie Curtis,Privacy-Aware Machine Learning
1661,Natalie Curtis,"Segmentation, Grouping, and Shape Analysis"
1661,Natalie Curtis,Dynamic Programming
1662,Carl Jackson,Other Topics in Natural Language Processing
1662,Carl Jackson,Human-Machine Interaction Techniques and Devices
1662,Carl Jackson,Genetic Algorithms
1662,Carl Jackson,Quantum Machine Learning
1662,Carl Jackson,Federated Learning
1662,Carl Jackson,Reinforcement Learning Algorithms
1663,Timothy Russell,Constraint Learning and Acquisition
1663,Timothy Russell,Agent Theories and Models
1663,Timothy Russell,Computer-Aided Education
1663,Timothy Russell,Fairness and Bias
1663,Timothy Russell,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1664,Emily Lewis,Other Topics in Computer Vision
1664,Emily Lewis,Bayesian Networks
1664,Emily Lewis,Representation Learning
1664,Emily Lewis,Distributed Problem Solving
1664,Emily Lewis,Human-in-the-loop Systems
1664,Emily Lewis,Deep Learning Theory
1664,Emily Lewis,Planning and Decision Support for Human-Machine Teams
1665,Caleb Martin,Meta-Learning
1665,Caleb Martin,Search and Machine Learning
1665,Caleb Martin,Spatial and Temporal Models of Uncertainty
1665,Caleb Martin,Mixed Discrete and Continuous Optimisation
1665,Caleb Martin,Language Grounding
1665,Caleb Martin,Bioinformatics
1665,Caleb Martin,Evaluation and Analysis in Machine Learning
1666,Bradley Mccann,Visual Reasoning and Symbolic Representation
1666,Bradley Mccann,Robot Rights
1666,Bradley Mccann,Morality and Value-Based AI
1666,Bradley Mccann,Scene Analysis and Understanding
1666,Bradley Mccann,Other Topics in Multiagent Systems
1666,Bradley Mccann,Explainability (outside Machine Learning)
1667,Charles Koch,Argumentation
1667,Charles Koch,Philosophy and Ethics
1667,Charles Koch,Planning under Uncertainty
1667,Charles Koch,Fairness and Bias
1667,Charles Koch,Accountability
1667,Charles Koch,Human-in-the-loop Systems
1668,Richard Lee,Question Answering
1668,Richard Lee,Knowledge Graphs and Open Linked Data
1668,Richard Lee,Other Topics in Multiagent Systems
1668,Richard Lee,Other Topics in Data Mining
1668,Richard Lee,Quantum Machine Learning
1668,Richard Lee,Human-Aware Planning
1668,Richard Lee,Human-Computer Interaction
1668,Richard Lee,Non-Probabilistic Models of Uncertainty
1668,Richard Lee,Decision and Utility Theory
1668,Richard Lee,Web Search
1669,Brent Robinson,Safety and Robustness
1669,Brent Robinson,"Understanding People: Theories, Concepts, and Methods"
1669,Brent Robinson,Sequential Decision Making
1669,Brent Robinson,Economics and Finance
1669,Brent Robinson,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1670,Stephanie Wolf,Other Topics in Uncertainty in AI
1670,Stephanie Wolf,Automated Reasoning and Theorem Proving
1670,Stephanie Wolf,"Phonology, Morphology, and Word Segmentation"
1670,Stephanie Wolf,Routing
1670,Stephanie Wolf,Computer Games
1670,Stephanie Wolf,Marketing
1670,Stephanie Wolf,Health and Medicine
1670,Stephanie Wolf,Bioinformatics
1671,Mrs. Sarah,Knowledge Acquisition and Representation for Planning
1671,Mrs. Sarah,Search and Machine Learning
1671,Mrs. Sarah,Local Search
1671,Mrs. Sarah,Mixed Discrete/Continuous Planning
1671,Mrs. Sarah,Graphical Models
1671,Mrs. Sarah,AI for Social Good
1671,Mrs. Sarah,Learning Theory
1672,Catherine Jennings,Partially Observable and Unobservable Domains
1672,Catherine Jennings,Reinforcement Learning with Human Feedback
1672,Catherine Jennings,User Experience and Usability
1672,Catherine Jennings,Human-Robot/Agent Interaction
1672,Catherine Jennings,Health and Medicine
1672,Catherine Jennings,Combinatorial Search and Optimisation
1672,Catherine Jennings,Multilingualism and Linguistic Diversity
1672,Catherine Jennings,Planning under Uncertainty
1672,Catherine Jennings,Human-Aware Planning
1672,Catherine Jennings,Scene Analysis and Understanding
1673,Laura Roman,Environmental Impacts of AI
1673,Laura Roman,Machine Learning for Computer Vision
1673,Laura Roman,Other Topics in Machine Learning
1673,Laura Roman,"Geometric, Spatial, and Temporal Reasoning"
1673,Laura Roman,Meta-Learning
1673,Laura Roman,Behaviour Learning and Control for Robotics
1673,Laura Roman,Physical Sciences
1673,Laura Roman,Computer Games
1674,Debra Jordan,Discourse and Pragmatics
1674,Debra Jordan,"Conformant, Contingent, and Adversarial Planning"
1674,Debra Jordan,Anomaly/Outlier Detection
1674,Debra Jordan,Robot Planning and Scheduling
1674,Debra Jordan,Combinatorial Search and Optimisation
1674,Debra Jordan,Other Topics in Machine Learning
1674,Debra Jordan,"Other Topics Related to Fairness, Ethics, or Trust"
1674,Debra Jordan,"Face, Gesture, and Pose Recognition"
1674,Debra Jordan,Other Topics in Humans and AI
1674,Debra Jordan,Privacy in Data Mining
1675,Theresa Robinson,Search in Planning and Scheduling
1675,Theresa Robinson,Other Topics in Computer Vision
1675,Theresa Robinson,Discourse and Pragmatics
1675,Theresa Robinson,Anomaly/Outlier Detection
1675,Theresa Robinson,Knowledge Compilation
1675,Theresa Robinson,Algorithmic Game Theory
1675,Theresa Robinson,Morality and Value-Based AI
1675,Theresa Robinson,Multiagent Learning
1675,Theresa Robinson,Medical and Biological Imaging
1676,Susan Jones,Personalisation and User Modelling
1676,Susan Jones,Constraint Optimisation
1676,Susan Jones,Algorithmic Game Theory
1676,Susan Jones,Biometrics
1676,Susan Jones,Software Engineering
1676,Susan Jones,Language Grounding
1676,Susan Jones,Adversarial Search
1676,Susan Jones,Answer Set Programming
1676,Susan Jones,Neuroscience
1677,Meghan Mathews,Large Language Models
1677,Meghan Mathews,Uncertainty Representations
1677,Meghan Mathews,Anomaly/Outlier Detection
1677,Meghan Mathews,NLP Resources and Evaluation
1677,Meghan Mathews,Probabilistic Modelling
1678,Victoria Simon,Image and Video Generation
1678,Victoria Simon,Human-Aware Planning
1678,Victoria Simon,Societal Impacts of AI
1678,Victoria Simon,Marketing
1678,Victoria Simon,Activity and Plan Recognition
1678,Victoria Simon,Planning and Machine Learning
1678,Victoria Simon,"Conformant, Contingent, and Adversarial Planning"
1678,Victoria Simon,Adversarial Learning and Robustness
1679,Jonathan Casey,Behaviour Learning and Control for Robotics
1679,Jonathan Casey,Other Topics in Knowledge Representation and Reasoning
1679,Jonathan Casey,Adversarial Learning and Robustness
1679,Jonathan Casey,"Conformant, Contingent, and Adversarial Planning"
1679,Jonathan Casey,"Coordination, Organisations, Institutions, and Norms"
1680,Robert Baker,Hardware
1680,Robert Baker,Other Topics in Computer Vision
1680,Robert Baker,"Other Topics Related to Fairness, Ethics, or Trust"
1680,Robert Baker,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1680,Robert Baker,Safety and Robustness
1680,Robert Baker,Accountability
1680,Robert Baker,Syntax and Parsing
1680,Robert Baker,Knowledge Acquisition
1680,Robert Baker,Description Logics
1680,Robert Baker,Multimodal Learning
1681,Alexandra Stephenson,Interpretability and Analysis of NLP Models
1681,Alexandra Stephenson,Behavioural Game Theory
1681,Alexandra Stephenson,Anomaly/Outlier Detection
1681,Alexandra Stephenson,Human-Computer Interaction
1681,Alexandra Stephenson,Ontology Induction from Text
1681,Alexandra Stephenson,Intelligent Virtual Agents
1682,Mackenzie Chen,Human-Machine Interaction Techniques and Devices
1682,Mackenzie Chen,Active Learning
